,energy,initial_rho_pos,initial_zpos,initial_pitch_angle,initial_phi_dir,center_theta,initial_field,initial_radius,center_x,center_y,rho_center,trapped_initial_pitch_angle,max_radius,avg_cycl_freq,zmax,axial_freq,mod_index,segment_power,slope,segment_length,band_power,band_num,segment_num,event_num
0,17800.0,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18648972019.651043,0.013540445197278927,22727272.727272723,3.055600979588642,4.483116036462439e-16,197241897.95371133,0.00036326353914161764,1.425861789176418e-16,-2.0,0.0,0.0
1,17800.0,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18671699292.378315,0.013540445197278927,22727272.727272723,3.055600979588642,4.483116036462439e-16,197241897.95371133,0.00036326353914161764,2.181028885116902e-16,-1.0,0.0,0.0
2,17800.0,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18580790201.469227,0.013540445197278927,22727272.727272723,3.055600979588642,4.483116036462439e-16,197241897.95371133,0.00036326353914161764,2.181028885116902e-16,0.0,0.0,0.0
3,17800.0,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18603517474.1965,0.013540445197278927,22727272.727272723,3.055600979588642,4.483116036462439e-16,197241897.95371133,0.00036326353914161764,1.425861789176418e-16,1.0,0.0,0.0
4,17800.0,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18626244746.92377,0.013540445197278927,22727272.727272723,3.055600979588642,4.483116036462439e-16,197241897.95371133,0.00036326353914161764,1.24775140634847e-16,2.0,0.0,0.0
5,17783.967075719655,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18649534638.613396,0.013540445197278927,22727272.727272723,3.055877173550724,4.483116036462439e-16,197253859.05250928,0.0017760193954599063,1.4253882578148331e-16,-2.0,1.0,0.0
6,17783.967075719655,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18672261911.340668,0.013540445197278927,22727272.727272723,3.055877173550724,4.483116036462439e-16,197253859.05250928,0.0017760193954599063,2.1810283681882858e-16,-1.0,1.0,0.0
7,17783.967075719655,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18581352820.43158,0.013540445197278927,22727272.727272723,3.055877173550724,4.483116036462439e-16,197253859.05250928,0.0017760193954599063,2.1810283681882858e-16,0.0,1.0,0.0
8,17783.967075719655,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18604080093.15885,0.013540445197278927,22727272.727272723,3.055877173550724,4.483116036462439e-16,197253859.05250928,0.0017760193954599063,1.4253882578148331e-16,1.0,1.0,0.0
9,17783.967075719655,0.0009238023060032284,-0.001927967600699063,88.54548534738792,198.57044211563343,88.51488958432877,0.6883277850181044,0.0006590653956144285,0.001133695079925865,-0.0006247497252111953,0.0012944407106544422,87.79554604577635,0.0006590724369909174,18626807365.886124,0.013540445197278927,22727272.727272723,3.055877173550724,4.483116036462439e-16,197253859.05250928,0.0017760193954599063,1.248145155373402e-16,2.0,1.0,0.0
